ID,Ref No ,Future_Mid-point,Baseline_Mid-point,Time slice,Climate scenario,Scenario source,Method,Scale,Crop,Country,Site(location),Region,latitude,longitude,Current Average Temperature (dC)_area_weighted,Current Average Temperature_point_coordinate (dC),Current Annual Precipitation (mm) _area_weighted ,Current Annual Precipitation  (mm) _point_coordinate,Local delta T from 2005,Global delta T from pre-industrial period ,Global delta T from 2005, Annual Precipitation change  from 2005 (mm),Fertiliser,Irrigation,Cultivar,Soil organic matter management,Planting time,Tillage,Others ,Adaptation type,CO2,CO2 ppm,Impact relative to 2005_NAD_%,Impact relative to 2005_NAD_yield,Impact relative to 2005_AD_%,Impact relative to 2005_AD_yield,Adaptation potential_(%),Adaptation potential_actual yield,Reference,doi,Publication year
947,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Ethiopia,NA,Africa,9.145,40.4897,20.98 ,27.73 ,1028 ,644 ,2.02 ,2.61 ,1.82 ,-2.92 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-27.11 ,7.46 ,-21.78 ,7.99 ,5.33 ,0.53 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
948,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Ethiopia,NA,Africa,9.145,40.4897,20.98 ,27.73 ,1028 ,644 ,3.66 ,4.12 ,3.33 ,134.03 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-41.08 ,3.81 ,-39.38 ,3.92 ,1.70 ,0.11 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
949,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,France,NA,Europe,46.2276,2.21375,12.31 ,11.12 ,891 ,986 ,1.06 ,1.83 ,1.04 ,28.49 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-6.12 ,9.88 ,-3.55 ,10.21 ,2.57 ,0.34 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
950,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,France,NA,Europe,46.2276,2.21375,12.31 ,11.12 ,891 ,986 ,1.90 ,2.61 ,1.82 ,-36.15 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-14.65 ,8.83 ,-5.84 ,9.79 ,8.82 ,0.96 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
951,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,France,NA,Europe,46.2276,2.21375,12.31 ,11.12 ,891 ,986 ,3.55 ,4.12 ,3.33 ,-59.16 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-44.01 ,5.31 ,-27.61 ,6.87 ,16.40 ,1.55 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
952,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Germany,NA,Europe,51.1657,10.4515,9.63 ,8.65 ,847 ,839 ,1.12 ,1.83 ,1.04 ,40.17 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,25.77 ,7.40 ,28.56 ,7.63 ,2.79 ,0.23 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
953,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Germany,NA,Europe,51.1657,10.4515,9.63 ,8.65 ,847 ,839 ,1.90 ,2.61 ,1.82 ,19.36 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,27.29 ,7.28 ,36.84 ,7.93 ,9.55 ,0.64 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
954,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Germany,NA,Europe,51.1657,10.4515,9.63 ,8.65 ,847 ,839 ,3.61 ,4.12 ,3.33 ,44.92 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,10.82 ,5.89 ,26.92 ,6.90 ,16.10 ,1.00 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
955,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Greece,NA,Europe,39.0742,21.8243,14.28 ,13.59 ,726 ,736 ,1.27 ,1.83 ,1.04 ,-35.79 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-38.45 ,7.35 ,-37.07 ,7.57 ,1.38 ,0.22 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
956,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Greece,NA,Europe,39.0742,21.8243,14.28 ,13.59 ,726 ,736 ,2.00 ,2.61 ,1.82 ,-75.23 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-62.17 ,4.66 ,-59.04 ,5.07 ,3.13 ,0.41 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
957,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Greece,NA,Europe,39.0742,21.8243,14.28 ,13.59 ,726 ,736 ,4.07 ,4.12 ,3.33 ,-94.95 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-87.40 ,1.55 ,-85.27 ,1.85 ,2.13 ,0.30 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
958,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Hungary,NA,Europe,47.1625,19.5033,11.26 ,11.13 ,663 ,611 ,1.49 ,1.83 ,1.04 ,-10.59 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,0.88 ,7.06 ,3.67 ,7.30 ,2.79 ,0.24 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
959,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Hungary,NA,Europe,47.1625,19.5033,11.26 ,11.13 ,663 ,611 ,2.18 ,2.61 ,1.82 ,-13.88 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-6.45 ,6.40 ,0.92 ,6.96 ,7.37 ,0.56 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
960,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Hungary,NA,Europe,47.1625,19.5033,11.26 ,11.13 ,663 ,611 ,4.32 ,4.12 ,3.33 ,-63.18 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-41.24 ,3.72 ,-33.64 ,4.27 ,7.60 ,0.55 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
961,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,India,NA,Asia,20.5937,78.9629,25.48 ,28.37 ,1045 ,1097 ,0.95 ,1.83 ,1.04 ,79.61 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-55.73 ,1.47 ,-54.37 ,1.51 ,1.36 ,0.04 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
962,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,India,NA,Asia,20.5937,78.9629,25.48 ,28.37 ,1045 ,1097 ,2.01 ,2.61 ,1.82 ,94.95 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-66.13 ,1.15 ,-63.06 ,1.24 ,3.08 ,0.09 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
963,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,India,NA,Asia,20.5937,78.9629,25.48 ,28.37 ,1045 ,1097 ,3.87 ,4.12 ,3.33 ,138.78 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-84.41 ,0.57 ,-82.11 ,0.64 ,2.29 ,0.07 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
964,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Indonesia,NA,Asia,-0.78928,113.921,27.10 ,26.24 ,2475 ,3892 ,0.68 ,1.83 ,1.04 ,38.35 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-67.43 ,2.85 ,-66.41 ,2.94 ,1.02 ,0.09 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
965,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Indonesia,NA,Asia,-0.78928,113.921,27.10 ,26.24 ,2475 ,3892 ,1.45 ,2.61 ,1.82 ,92.03 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-83.08 ,1.62 ,-81.40 ,1.77 ,1.68 ,0.15 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
966,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Indonesia,NA,Asia,-0.78928,113.921,27.10 ,26.24 ,2475 ,3892 ,2.88 ,4.12 ,3.33 ,128.55 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-94.29 ,0.49 ,-92.63 ,0.69 ,1.66 ,0.20 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
967,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Iran,NA,Asia,32.4279,53.688,15.86 ,17.18 ,312 ,88 ,1.24 ,1.83 ,1.04 ,-4.75 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-31.92 ,1.52 ,-30.45 ,1.57 ,1.47 ,0.04 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
968,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Iran,NA,Asia,32.4279,53.688,15.86 ,17.18 ,312 ,88 ,2.34 ,2.61 ,1.82 ,-9.50 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-55.62 ,0.91 ,-52.93 ,0.98 ,2.69 ,0.07 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
969,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Iran,NA,Asia,32.4279,53.688,15.86 ,17.18 ,312 ,88 ,4.54 ,4.12 ,3.33 ,-2.19 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-81.59 ,0.24 ,-80.33 ,0.27 ,1.26 ,0.04 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
970,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Italy,NA,Europe,41.8719,12.5674,12.65 ,16.03 ,936 ,982 ,1.17 ,1.83 ,1.04 ,-37.98 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-4.46 ,10.59 ,-2.29 ,10.90 ,2.18 ,0.31 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
971,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Italy,NA,Europe,41.8719,12.5674,12.65 ,16.03 ,936 ,982 ,2.09 ,2.61 ,1.82 ,-69.02 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-16.45 ,9.27 ,-10.15 ,10.03 ,6.30 ,0.76 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
972,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Italy,NA,Europe,41.8719,12.5674,12.65 ,16.03 ,936 ,982 ,4.00 ,4.12 ,3.33 ,-99.70 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-54.77 ,4.53 ,-47.58 ,5.30 ,7.19 ,0.76 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
973,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Kenya,NA,Africa,-0.02356,37.9062,24.85 ,22.31 ,767 ,1299 ,0.76 ,1.83 ,1.04 ,48.94 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-41.25 ,5.20 ,-38.90 ,5.39 ,2.36 ,0.20 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
974,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Kenya,NA,Africa,-0.02356,37.9062,24.85 ,22.31 ,767 ,1299 ,1.62 ,2.61 ,1.82 ,93.49 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-46.89 ,4.66 ,-39.65 ,5.21 ,7.24 ,0.55 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
975,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Kenya,NA,Africa,-0.02356,37.9062,24.85 ,22.31 ,767 ,1299 ,3.27 ,4.12 ,3.33 ,128.55 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-58.74 ,3.51 ,-49.08 ,4.18 ,9.66 ,0.67 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
976,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Korea_Dem_People's_Rep,NA,Asia,40.3399,127.51,8.07 ,4.46 ,1065 ,819 ,1.48 ,1.83 ,1.04 ,106.64 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,1.86 ,5.79 ,4.16 ,5.95 ,2.29 ,0.16 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
977,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Korea_Dem_People's_Rep,NA,Asia,40.3399,127.51,8.07 ,4.46 ,1065 ,819 ,2.57 ,2.61 ,1.82 ,93.49 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-1.98 ,5.55 ,5.05 ,5.97 ,7.03 ,0.42 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
978,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Korea_Dem_People's_Rep,NA,Asia,40.3399,127.51,8.07 ,4.46 ,1065 ,819 ,4.63 ,4.12 ,3.33 ,142.79 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-25.63 ,4.01 ,-17.35 ,4.49 ,8.28 ,0.48 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
979,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Malawi,NA,Africa,-13.2543,34.3015,22.83 ,24.78 ,1061 ,1082 ,0.56 ,1.83 ,1.04 ,-40.90 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-27.17 ,6.37 ,-25.78 ,6.49 ,1.39 ,0.12 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
980,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Malawi,NA,Africa,-13.2543,34.3015,22.83 ,24.78 ,1061 ,1082 ,2.00 ,2.61 ,1.82 ,-56.97 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-39.58 ,4.75 ,-37.86 ,4.88 ,1.72 ,0.13 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
981,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Malawi,NA,Africa,-13.2543,34.3015,22.83 ,24.78 ,1061 ,1082 ,3.65 ,4.12 ,3.33 ,0.00 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-69.85 ,1.87 ,-75.28 ,1.59 ,-5.44 ,-0.28 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
982,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Mexico,NA,Central and South America,23.6345,-102.553,21.68 ,17.80 ,1139 ,398 ,0.87 ,1.83 ,1.04 ,9.13 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-52.76 ,7.06 ,-50.94 ,7.28 ,1.82 ,0.23 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
983,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Mexico,NA,Central and South America,23.6345,-102.553,21.68 ,17.80 ,1139 ,398 ,1.86 ,2.61 ,1.82 ,-55.51 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-58.43 ,6.30 ,-53.14 ,6.88 ,5.30 ,0.58 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
984,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Mexico,NA,Central and South America,23.6345,-102.553,21.68 ,17.80 ,1139 ,398 ,3.55 ,4.12 ,3.33 ,-20.45 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-79.26 ,4.31 ,-72.35 ,5.11 ,6.91 ,0.80 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
985,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Nepal,NA,Asia,28.3949,84.124,19.79 ,14.63 ,1818 ,2651 ,1.05 ,1.83 ,1.04 ,91.67 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-42.31 ,1.50 ,-41.32 ,1.53 ,0.98 ,0.03 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
986,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Nepal,NA,Asia,28.3949,84.124,19.79 ,14.63 ,1818 ,2651 ,2.11 ,2.61 ,1.82 ,228.62 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-39.96 ,1.34 ,-37.79 ,1.39 ,2.17 ,0.05 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
987,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Nepal,NA,Asia,28.3949,84.124,19.79 ,14.63 ,1818 ,2651 ,4.06 ,4.12 ,3.33 ,304.21 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-63.33 ,0.59 ,-67.38 ,0.55 ,-4.05 ,-0.04 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
988,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Nigeria,NA,Africa,9.082,8.67528,27.65 ,24.86 ,1287 ,1326 ,0.87 ,1.83 ,1.04 ,-41.63 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-55.39 ,0.76 ,-54.93 ,0.77 ,0.46 ,0.01 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
989,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Nigeria,NA,Africa,9.082,8.67528,27.65 ,24.86 ,1287 ,1326 ,1.80 ,2.61 ,1.82 ,29.22 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-71.13 ,0.40 ,-70.62 ,0.41 ,0.51 ,0.01 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
990,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Nigeria,NA,Africa,9.082,8.67528,27.65 ,24.86 ,1287 ,1326 ,3.51 ,4.12 ,3.33 ,118.69 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-90.63 ,0.03 ,-90.49 ,0.04 ,0.15 ,0.00 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
991,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Pakistan,NA,Asia,30.3753,69.3451,21.77 ,19.71 ,605 ,285 ,1.15 ,1.83 ,1.04 ,32.50 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-89.36 ,0.81 ,-88.48 ,0.84 ,0.88 ,0.03 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
992,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Pakistan,NA,Asia,30.3753,69.3451,21.77 ,19.71 ,605 ,285 ,2.66 ,2.61 ,1.82 ,-12.05 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-96.74 ,0.50 ,-95.66 ,0.56 ,1.08 ,0.06 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
993,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Pakistan,NA,Asia,30.3753,69.3451,21.77 ,19.71 ,605 ,285 ,4.70 ,4.12 ,3.33 ,30.68 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-98.64 ,0.29 ,-96.84 ,0.42 ,1.79 ,0.13 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
994,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Paraguay,NA,Central and South America,-23.4425,-58.4438,22.86 ,24.98 ,1599 ,1180 ,0.67 ,1.83 ,1.04 ,12.05 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-57.43 ,3.57 ,-56.42 ,3.64 ,1.01 ,0.07 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
995,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Paraguay,NA,Central and South America,-23.4425,-58.4438,22.86 ,24.98 ,1599 ,1180 ,1.74 ,2.61 ,1.82 ,120.15 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-82.64 ,1.85 ,-83.44 ,1.80 ,-0.81 ,-0.05 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
996,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Paraguay,NA,Central and South America,-23.4425,-58.4438,22.86 ,24.98 ,1599 ,1180 ,4.12 ,4.12 ,3.33 ,-44.19 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-96.91 ,0.40 ,-96.26 ,0.43 ,0.65 ,0.03 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
997,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Philippines,NA,Asia,13,122,26.09 ,26.85 ,2287 ,2417 ,0.70 ,1.83 ,1.04 ,131.47 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-50.70 ,3.31 ,-49.91 ,3.37 ,0.79 ,0.06 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
998,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Philippines,NA,Asia,13,122,26.09 ,26.85 ,2287 ,2417 ,1.43 ,2.61 ,1.82 ,221.68 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-67.25 ,2.27 ,-66.35 ,2.33 ,0.90 ,0.06 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
999,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Philippines,NA,Asia,13,122,26.09 ,26.85 ,2287 ,2417 ,2.81 ,4.12 ,3.33 ,354.24 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-86.71 ,0.89 ,-87.84 ,0.85 ,-1.13 ,-0.04 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
1000,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Poland,NA,Europe,51.9194,19.1451,8.76 ,8.83 ,761 ,705 ,1.38 ,1.83 ,1.04 ,19.36 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,20.59 ,6.65 ,23.86 ,6.87 ,3.27 ,0.22 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
1001,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Poland,NA,Europe,51.9194,19.1451,8.76 ,8.83 ,761 ,705 ,2.08 ,2.61 ,1.82 ,43.09 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,23.99 ,6.68 ,35.63 ,7.36 ,11.64 ,0.69 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
1002,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Poland,NA,Europe,51.9194,19.1451,8.76 ,8.83 ,761 ,705 ,4.09 ,4.12 ,3.33 ,40.54 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,2.51 ,5.26 ,21.63 ,6.34 ,19.12 ,1.08 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
1003,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Romania,NA,Europe,45.9432,24.9668,11.02 ,7.75 ,722 ,981 ,1.51 ,1.83 ,1.04 ,10.23 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-2.08 ,7.36 ,1.07 ,7.66 ,3.15 ,0.30 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
1004,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Romania,NA,Europe,45.9432,24.9668,11.02 ,7.75 ,722 ,981 ,2.06 ,2.61 ,1.82 ,8.76 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-14.14 ,6.39 ,-4.66 ,7.18 ,9.49 ,0.79 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
1005,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Romania,NA,Europe,45.9432,24.9668,11.02 ,7.75 ,722 ,981 ,4.35 ,4.12 ,3.33 ,-56.61 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-52.68 ,3.31 ,-42.21 ,4.14 ,10.47 ,0.82 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
1006,34,2080,2005,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Global,Maize,Russia,NA,Europe,61.524,105.319,5.22 ,-8.37 ,574 ,402 ,1.80 ,1.83 ,1.04 ,40.54 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,431.45 ,-0.33 ,5.35 ,2.76 ,5.55 ,3.09 ,0.20 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
1007,34,2080,2005,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Russia,NA,Europe,61.524,105.319,5.22 ,-8.37 ,574 ,402 ,2.86 ,2.61 ,1.82 ,47.11 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,530.65 ,-6.53 ,5.06 ,3.91 ,5.65 ,10.43 ,0.59 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
1008,34,2080,2005,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Global,Maize,Russia,NA,Europe,61.524,105.319,5.22 ,-8.37 ,574 ,402 ,5.26 ,4.12 ,3.33 ,58.07 ,Yes,No,Yes,No,Yes,No,No,Combined,Yes,763.40 ,-23.25 ,4.02 ,-6.75 ,4.91 ,16.50 ,0.90 ,"Iizumi et al., 2017",10.1038/s41598-017-08214-4,2017
