ID,Ref No ,Future_Mid-point,Baseline_Mid-point,Time slice,Climate scenario,Scenario source,Method,Scale,Crop,Country,Site(location),Region,latitude,longitude,Current Average Temperature (dC)_area_weighted,Current Average Temperature_point_coordinate (dC),Current Annual Precipitation (mm) _area_weighted ,Current Annual Precipitation  (mm) _point_coordinate,Local delta T from 2005,Global delta T from pre-industrial period ,Global delta T from 2005, Annual Precipitation change  from 2005 (mm),Fertiliser,Irrigation,Cultivar,Soil organic matter management,Planting time,Tillage,Others ,Adaptation type,CO2,CO2 ppm,Impact relative to 2005_NAD_%,Impact relative to 2005_NAD_yield,Impact relative to 2005_AD_%,Impact relative to 2005_AD_yield,Adaptation potential_(%),Adaptation potential_actual yield,Reference,doi,Publication year
2,1,2054,1995,MC,RCP8.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,Pakistan,Punjub,Asia,31.4167,73.0911,25.45 ,25.45 ,429 ,429 ,2.44 ,2.50 ,1.71 ,72.79 ,Yes,No,Yes,No,Yes,No,Yes,Combined,Yes,564.31 ,-16.28 ,5.60 ,11.63 ,7.95 ,27.91 ,2.34 ,"Ahmad et al., 2020",10.1016/j.eja.2020.126040,2020
4,2,2055,1998,MC,RCP8.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Wyoming,North America,43.2705,-104.108,10.19 ,10.19 ,468 ,468 ,2.01 ,2.56 ,1.77 ,11.14 ,No,No,No,No,No,No,Yes,Others,Yes,570.52 ,-19.65 ,8.46 ,21.93 ,13.63 ,41.58 ,5.17 ,"Burchfield et al., 2020",10.1007/s10584-019-02567-7,2020
14,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,No,No,Yes,No,No,Planting date,Yes,524.30 ,-25.91 ,4.07 ,-15.96 ,4.65 ,9.95 ,0.58 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
15,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,Yes,No,Yes,No,No,Combined,Yes,524.30 ,-25.91 ,4.07 ,32.39 ,7.47 ,58.30 ,3.40 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
16,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,No,No,No,Yes,No,Tillage,Yes,524.30 ,-25.91 ,4.07 ,-21.23 ,4.34 ,4.69 ,0.27 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
17,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,No,No,Yes,Yes,No,Combined,Yes,524.30 ,-25.91 ,4.07 ,-16.10 ,4.64 ,9.81 ,0.57 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
18,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,Yes,No,Yes,Yes,No,Combined,Yes,524.30 ,-25.91 ,4.07 ,26.21 ,7.11 ,52.12 ,3.04 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
20,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,No,No,Yes,No,No,Planting date,Yes,635.65 ,-24.75 ,4.15 ,-21.87 ,4.32 ,2.87 ,0.17 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
21,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,Yes,No,Yes,No,No,Combined,Yes,635.65 ,-24.75 ,4.15 ,26.98 ,7.14 ,51.73 ,2.99 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
22,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,No,No,No,Yes,No,Tillage,Yes,635.65 ,-24.75 ,4.15 ,-16.27 ,4.64 ,8.48 ,0.49 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
23,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,No,No,Yes,Yes,No,Combined,Yes,635.65 ,-24.75 ,4.15 ,-13.67 ,4.79 ,11.07 ,0.64 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
24,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,Yes,No,Yes,Yes,No,Combined,Yes,635.65 ,-24.75 ,4.15 ,25.19 ,7.04 ,49.94 ,2.88 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
26,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,No,No,Yes,No,No,Planting date,Yes,524.30 ,-30.66 ,3.79 ,-36.56 ,3.45 ,-5.90 ,-0.34 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
27,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,Yes,No,Yes,No,No,Combined,Yes,524.30 ,-30.66 ,3.79 ,32.79 ,7.49 ,63.45 ,3.70 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
28,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,No,No,No,Yes,No,Tillage,Yes,524.30 ,-30.66 ,3.79 ,-29.06 ,3.88 ,1.60 ,0.09 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
29,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,No,No,Yes,Yes,No,Combined,Yes,524.30 ,-30.66 ,3.79 ,-26.40 ,4.04 ,4.26 ,0.25 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
30,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,Yes,No,Yes,Yes,No,Combined,Yes,524.30 ,-30.66 ,3.79 ,29.48 ,7.30 ,60.14 ,3.51 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
32,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,No,No,Yes,No,No,Planting date,Yes,635.65 ,-29.49 ,3.88 ,-29.49 ,3.88 ,0.00 ,0.00 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
33,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,Yes,No,Yes,No,No,Combined,Yes,635.65 ,-29.49 ,3.88 ,33.14 ,7.49 ,62.63 ,3.62 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
34,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,No,No,No,Yes,No,Tillage,Yes,635.65 ,-29.49 ,3.88 ,-22.65 ,4.27 ,6.84 ,0.40 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
35,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,No,No,Yes,Yes,No,Combined,Yes,635.65 ,-29.49 ,3.88 ,-19.96 ,4.43 ,9.53 ,0.55 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
36,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,Yes,No,Yes,Yes,No,Combined,Yes,635.65 ,-29.49 ,3.88 ,32.48 ,7.46 ,61.97 ,3.58 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
38,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,No,No,Yes,No,No,Planting date,Yes,524.30 ,-39.10 ,3.30 ,-27.52 ,3.97 ,11.59 ,0.68 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
39,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,Yes,No,Yes,No,No,Combined,Yes,524.30 ,-39.10 ,3.30 ,31.86 ,7.44 ,70.97 ,4.14 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
40,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,No,No,No,Yes,No,Tillage,Yes,524.30 ,-39.10 ,3.30 ,-31.60 ,3.74 ,7.50 ,0.44 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
41,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,No,No,Yes,Yes,No,Combined,Yes,524.30 ,-39.10 ,3.30 ,-27.68 ,3.96 ,11.42 ,0.67 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
42,5,2070,2002,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,2.87 ,3.00 ,2.21 ,87.46 ,No,No,Yes,No,Yes,Yes,No,Combined,Yes,524.30 ,-39.10 ,3.30 ,28.47 ,7.24 ,67.57 ,3.94 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
44,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,No,No,Yes,No,No,Planting date,Yes,635.65 ,-38.05 ,3.38 ,-24.88 ,4.14 ,13.17 ,0.76 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
45,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,Yes,No,Yes,No,No,Combined,Yes,635.65 ,-38.05 ,3.38 ,20.49 ,6.76 ,58.54 ,3.38 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
46,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,No,No,No,Yes,No,Tillage,Yes,635.65 ,-38.05 ,3.38 ,-30.61 ,3.81 ,7.44 ,0.43 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
47,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,No,No,Yes,Yes,No,Combined,Yes,635.65 ,-38.05 ,3.38 ,-17.42 ,4.57 ,20.63 ,1.19 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
48,5,2090,2002,EC,RCP6.0,CMIP5,SCOPUS-NewSearch,Regional,Maize,United States,Michigan,North America,42.4,-85.4,10.54 ,10.54 ,1053 ,1053 ,3.86 ,4.00 ,3.21 ,132.57 ,No,No,Yes,No,Yes,Yes,No,Combined,Yes,635.65 ,-38.05 ,3.38 ,19.53 ,6.71 ,57.58 ,3.33 ,"Liu et al., 2020",10.1371/journal.pone.0225433,2020
64,9,2089,1995,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.82,1.06861,28.72 ,28.72 ,1193 ,1193 ,0.94 ,1.93 ,1.14 ,38.78 ,Yes,No,No,Yes,No,No,No,Combined,Yes,426.57 ,-15.19 ,1.31 ,-8.94 ,1.42 ,6.26 ,0.11 ,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019
65,9,2089,1995,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.82,1.06861,28.72 ,28.72 ,1193 ,1193 ,1.79 ,2.68 ,1.89 ,65.80 ,Yes,No,No,Yes,No,No,No,Combined,Yes,533.39 ,-15.19 ,1.31 ,-16.09 ,1.30 ,-0.89 ,-0.02 ,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019
66,9,2089,1995,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.82,1.06861,28.72 ,28.72 ,1193 ,1193 ,4.16 ,4.83 ,4.04 ,82.26 ,Yes,No,No,Yes,No,No,No,Combined,Yes,835.96 ,-39.32 ,0.89 ,-41.11 ,0.85 ,-1.79 ,-0.03 ,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019
67,9,2089,1995,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.82,1.06861,28.72 ,28.72 ,1193 ,1193 ,0.94 ,1.93 ,1.14 ,38.78 ,Yes,No,No,No,No,No,No,Fertiliser,Yes,426.57 ,-15.19 ,1.31 ,-10.72 ,1.39 ,4.47 ,0.08 ,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019
68,9,2089,1995,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.82,1.06861,28.72 ,28.72 ,1193 ,1193 ,1.79 ,2.68 ,1.89 ,65.80 ,Yes,No,No,No,No,No,No,Fertiliser,Yes,533.39 ,-15.19 ,1.31 ,-16.98 ,1.28 ,-1.79 ,-0.03 ,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019
69,9,2089,1995,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,Benin,Dassari basin,Africa,10.82,1.06861,28.72 ,28.72 ,1193 ,1193 ,4.16 ,4.83 ,4.04 ,82.26 ,Yes,No,No,No,No,No,No,Fertiliser,Yes,835.96 ,-39.32 ,0.89 ,-42.00 ,0.84 ,-2.68 ,-0.05 ,"Amouzou et al., 2019",10.1016/j.fcr.2019.02.021,2019
140,22,2055,1985,MC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,Canada,Ontario,North America,42.216,-82.7303,10.15 ,10.15 ,911 ,911 ,2.00 ,2.53 ,1.74 ,18.57 ,No,No,Yes,No,No,No,No,Cultivar,Yes,498.47 ,-10.71 ,7.52 ,14.97 ,10.34 ,25.68 ,2.82 ,"He et al., 2018",10.1371/journal.pone.0207370,2018
141,22,2085,1985,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,Canada,Ontario,North America,42.216,-82.7303,10.15 ,10.15 ,911 ,911 ,2.80 ,2.98 ,2.19 ,16.00 ,No,No,Yes,No,No,No,No,Cultivar,Yes,532.20 ,-20.00 ,6.63 ,5.27 ,9.11 ,25.27 ,2.48 ,"He et al., 2018",10.1371/journal.pone.0207370,2018
142,22,2055,1985,MC,RCP8.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,Canada,Ontario,North America,42.216,-82.7303,10.15 ,10.15 ,911 ,911 ,2.43 ,3.23 ,2.44 ,97.14 ,No,No,Yes,No,No,No,No,Cultivar,Yes,570.52 ,-15.71 ,6.90 ,5.99 ,9.27 ,21.70 ,2.37 ,"He et al., 2018",10.1371/journal.pone.0207370,2018
143,22,2085,1985,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,Canada,Ontario,North America,42.216,-82.7303,10.15 ,10.15 ,911 ,911 ,4.56 ,4.93 ,4.14 ,77.60 ,No,No,Yes,No,No,No,No,Cultivar,Yes,801.02 ,-32.80 ,5.22 ,-11.98 ,7.27 ,20.82 ,2.05 ,"He et al., 2018",10.1371/journal.pone.0207370,2018
151,24,2100,2000,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Regional,Maize,China,Beijing,Asia,40.2227,116.256,11.27 ,11.27 ,503 ,503 ,1.40 ,2.08 ,1.29 ,169.10 ,No,No,No,Yes,No,No,No,Soil organic matter management,Yes,420.90 ,-5.89 ,0.64 ,-4.86 ,0.65 ,1.03 ,0.01 ,"Liang et al., 2018",10.1016/j.agrformet.2018.07.019,2018
152,24,2100,2000,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,China,Beijing,Asia,40.2227,116.256,11.27 ,11.27 ,503 ,503 ,3.18 ,3.23 ,2.44 ,170.05 ,No,No,No,Yes,No,No,No,Soil organic matter management,Yes,538.36 ,-2.85 ,0.66 ,-1.82 ,0.67 ,1.03 ,0.01 ,"Liang et al., 2018",10.1016/j.agrformet.2018.07.019,2018
153,24,2100,2000,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,China,Beijing,Asia,40.2227,116.256,11.27 ,11.27 ,503 ,503 ,4.44 ,5.35 ,4.56 ,223.25 ,No,No,No,Yes,No,No,No,Soil organic matter management,Yes,935.87 ,-12.46 ,0.59 ,-11.66 ,0.60 ,0.80 ,0.01 ,"Liang et al., 2018",10.1016/j.agrformet.2018.07.019,2018
154,24,2100,2000,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Regional,Maize,China,Beijing,Asia,40.2227,116.256,11.27 ,11.27 ,503 ,503 ,1.40 ,2.08 ,1.29 ,169.10 ,No,No,No,Yes,No,No,No,Soil organic matter management,Yes,420.90 ,-5.89 ,0.64 ,3.31 ,0.70 ,9.20 ,0.07 ,"Liang et al., 2018",10.1016/j.agrformet.2018.07.019,2018
155,24,2100,2000,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,China,Beijing,Asia,40.2227,116.256,11.27 ,11.27 ,503 ,503 ,3.18 ,3.23 ,2.44 ,170.05 ,No,No,No,Yes,No,No,No,Soil organic matter management,Yes,538.36 ,-2.85 ,0.66 ,8.60 ,0.74 ,11.45 ,0.08 ,"Liang et al., 2018",10.1016/j.agrformet.2018.07.019,2018
156,24,2100,2000,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,China,Beijing,Asia,40.2227,116.256,11.27 ,11.27 ,503 ,503 ,4.44 ,5.35 ,4.56 ,223.25 ,No,No,No,Yes,No,No,No,Soil organic matter management,Yes,935.87 ,-12.46 ,0.59 ,-2.34 ,0.66 ,10.12 ,0.07 ,"Liang et al., 2018",10.1016/j.agrformet.2018.07.019,2018
157,24,2100,2000,EC,RCP2.6,CMIP5,SCOPUS-NewSearch,Regional,Maize,China,Beijing,Asia,40.2227,116.256,11.27 ,11.27 ,503 ,503 ,1.40 ,2.08 ,1.29 ,169.10 ,No,No,No,Yes,No,No,No,Soil organic matter management,Yes,420.90 ,-5.89 ,0.64 ,-2.32 ,0.66 ,3.57 ,0.03 ,"Liang et al., 2018",10.1016/j.agrformet.2018.07.019,2018
158,24,2100,2000,EC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,China,Beijing,Asia,40.2227,116.256,11.27 ,11.27 ,503 ,503 ,3.18 ,3.23 ,2.44 ,170.05 ,No,No,No,Yes,No,No,No,Soil organic matter management,Yes,538.36 ,-2.85 ,0.66 ,3.29 ,0.70 ,6.14 ,0.04 ,"Liang et al., 2018",10.1016/j.agrformet.2018.07.019,2018
159,24,2100,2000,EC,RCP8.5,CMIP5,SCOPUS-NewSearch,Regional,Maize,China,Beijing,Asia,40.2227,116.256,11.27 ,11.27 ,503 ,503 ,4.44 ,5.35 ,4.56 ,223.25 ,No,No,No,Yes,No,No,No,Soil organic matter management,Yes,935.87 ,-12.46 ,0.59 ,-7.59 ,0.63 ,4.87 ,0.03 ,"Liang et al., 2018",10.1016/j.agrformet.2018.07.019,2018
164,26,2055,1995,MC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional (Site-based),Maize,Iran,Abadan,Asia,30.339,48.3,26.27 ,26.27 ,139 ,139 ,1.67 ,1.84 ,1.05 ,-1.04 ,No,No,No,No,Yes,No,No,Planting date,Yes,498.47 ,-4.44 ,7.57 ,-3.44 ,7.67 ,1.00 ,0.10 ,"Rahimi-Moghaddam et al., 2018",10.1016/j.agrformet.2018.01.032,2018
165,26,2055,1995,MC,RCP8.5,CMIP5,SCOPUS-NewSearch,Regional (Site-based),Maize,Iran,Abadan,Asia,30.339,48.3,26.27 ,26.27 ,139 ,139 ,2.21 ,2.35 ,1.56 ,4.18 ,No,No,No,No,Yes,No,No,Planting date,Yes,570.52 ,-4.72 ,7.55 ,-3.72 ,7.64 ,1.00 ,0.10 ,"Rahimi-Moghaddam et al., 2018",10.1016/j.agrformet.2018.01.032,2018
168,26,2055,1995,MC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional (Site-based),Maize,Iran,Abadan,Asia,30.339,48.3,26.27 ,26.27 ,139 ,139 ,1.67 ,1.84 ,1.05 ,-1.04 ,No,No,No,No,Yes,No,No,Planting date,Yes,498.47 ,-4.44 ,7.57 ,-8.65 ,7.17 ,-4.21 ,-0.40 ,"Rahimi-Moghaddam et al., 2018",10.1016/j.agrformet.2018.01.032,2018
169,26,2055,1995,MC,RCP8.5,CMIP5,SCOPUS-NewSearch,Regional (Site-based),Maize,Iran,Abadan,Asia,30.339,48.3,26.27 ,26.27 ,139 ,139 ,2.21 ,2.35 ,1.56 ,4.18 ,No,No,No,No,Yes,No,No,Planting date,Yes,570.52 ,-4.72 ,7.55 ,-8.83 ,7.15 ,-4.10 ,-0.39 ,"Rahimi-Moghaddam et al., 2018",10.1016/j.agrformet.2018.01.032,2018
172,26,2055,1995,MC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional (Site-based),Maize,Iran,Abadan,Asia,30.339,48.3,26.27 ,26.27 ,139 ,139 ,1.79 ,1.84 ,1.05 ,-1.04 ,No,No,No,No,Yes,No,No,Planting date,Yes,498.47 ,-5.37 ,8.00 ,0.28 ,8.58 ,5.65 ,0.58 ,"Rahimi-Moghaddam et al., 2018",10.1016/j.agrformet.2018.01.032,2018
173,26,2055,1995,MC,RCP8.5,CMIP5,SCOPUS-NewSearch,Regional (Site-based),Maize,Iran,Abadan,Asia,30.339,48.3,26.27 ,26.27 ,139 ,139 ,2.67 ,2.35 ,1.56 ,4.18 ,No,No,No,No,Yes,No,No,Planting date,Yes,570.52 ,-5.56 ,7.99 ,-0.51 ,8.50 ,5.05 ,0.52 ,"Rahimi-Moghaddam et al., 2018",10.1016/j.agrformet.2018.01.032,2018
174,26,2055,1995,MC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional (Site-based),Maize,Iran,Abadan,Asia,30.339,48.3,26.27 ,26.27 ,139 ,139 ,1.79 ,1.84 ,1.05 ,-1.04 ,No,No,No,No,Yes,No,No,Planting date,Yes,498.47 ,-5.37 ,8.00 ,-4.44 ,8.10 ,0.93 ,0.10 ,"Rahimi-Moghaddam et al., 2018",10.1016/j.agrformet.2018.01.032,2018
175,26,2055,1995,MC,RCP8.5,CMIP5,SCOPUS-NewSearch,Regional (Site-based),Maize,Iran,Abadan,Asia,30.339,48.3,26.27 ,26.27 ,139 ,139 ,2.67 ,2.35 ,1.56 ,4.18 ,No,No,No,No,Yes,No,No,Planting date,Yes,570.52 ,-5.56 ,7.99 ,-4.81 ,8.06 ,0.74 ,0.08 ,"Rahimi-Moghaddam et al., 2018",10.1016/j.agrformet.2018.01.032,2018
176,26,2055,1995,MC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional (Site-based),Maize,Iran,Ahwaz,Asia,31.32,48.669,25.93 ,25.93 ,189 ,189 ,1.88 ,1.84 ,1.05 ,4.58 ,No,No,No,No,Yes,No,No,Planting date,Yes,498.47 ,-4.62 ,6.95 ,0.12 ,7.37 ,4.74 ,0.42 ,"Rahimi-Moghaddam et al., 2018",10.1016/j.agrformet.2018.01.032,2018
177,26,2055,1995,MC,RCP8.5,CMIP5,SCOPUS-NewSearch,Regional (Site-based),Maize,Iran,Ahwaz,Asia,31.32,48.669,25.93 ,25.93 ,189 ,189 ,2.50 ,2.35 ,1.56 ,-2.73 ,No,No,No,No,Yes,No,No,Planting date,Yes,570.52 ,-4.81 ,6.93 ,0.12 ,7.37 ,4.93 ,0.44 ,"Rahimi-Moghaddam et al., 2018",10.1016/j.agrformet.2018.01.032,2018
180,26,2055,1995,MC,RCP4.5,CMIP5,SCOPUS-NewSearch,Regional (Site-based),Maize,Iran,Ahwaz,Asia,31.32,48.669,25.93 ,25.93 ,189 ,189 ,1.88 ,1.84 ,1.05 ,4.58 ,No,No,No,No,Yes,No,No,Planting date,Yes,498.47 ,-4.62 ,6.95 ,-5.37 ,6.88 ,-0.75 ,-0.07 ,"Rahimi-Moghaddam et al., 2018",10.1016/j.agrformet.2018.01.032,2018
